model,cs_orig_gold,cs_ambig_gold
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,0.5877673625946045,0.5877673625946045
roberta-large,0.5877673625946045,0.5877673625946045
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,0.5877673625946045,0.5877673625946045
bert-base,1.0000001192092896,1.0000001192092896
bert-large,0.804420530796051,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,0.8275771737098694,0.8275771737098694
bert-large,0.8275771737098694,0.8275771737098694
roberta-base,0.9999999403953552,0.9999999403953552
roberta-large,0.9999999403953552,0.9999999403953552
deberta-base,0.9999999403953552,0.9999999403953552
deberta-large,0.9999999403953552,0.9999999403953552
bert-base,0.9634366035461426,0.9634366035461426
bert-large,0.9634366035461426,0.9634366035461426
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,0.9999999403953552,0.9999999403953552
bert-large,0.5877673625946045,0.5877673625946045
roberta-base,0.9999999403953552,0.9999999403953552
roberta-large,0.9999999403953552,0.9999999403953552
deberta-base,0.9999999403953552,0.9999999403953552
deberta-large,0.9999999403953552,0.9999999403953552
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,0.6665825843811035,0.6665825843811035
roberta-base,0.34774595499038696,0.34774595499038696
roberta-large,0.6665825843811035,0.6665825843811035
deberta-base,1.0,1.0
deberta-large,0.6665825843811035,0.6665825843811035
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,0.5953036546707153,0.6022295355796814
roberta-large,0.8577929735183716,0.8577929735183716
deberta-base,1.0,1.0
deberta-large,0.8577929735183716,0.8577929735183716
bert-base,1.0000001192092896,0.1436786949634552
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,0.6875554919242859
roberta-large,1.0000001192092896,0.18618455529212952
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,0.18618455529212952
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,0.27770107984542847
roberta-large,1.0000001192092896,0.2586286962032318
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,0.14955812692642212
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.000000238418579,1.000000238418579
bert-large,1.000000238418579,1.000000238418579
roberta-base,1.000000238418579,1.000000238418579
roberta-large,1.000000238418579,1.000000238418579
deberta-base,1.000000238418579,0.7133642435073853
deberta-large,1.000000238418579,1.000000238418579
bert-base,0.7133642435073853,0.7133642435073853
bert-large,0.7133642435073853,0.7133642435073853
roberta-base,0.7133642435073853,0.7133642435073853
roberta-large,0.7133642435073853,0.7133642435073853
deberta-base,0.7133642435073853,1.0000001192092896
deberta-large,0.7133642435073853,0.7133642435073853
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,0.9021388292312622,0.9021388292312622
roberta-base,0.9021388292312622,0.9021388292312622
roberta-large,1.0,1.0
deberta-base,0.9021388292312622,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,0.42931219935417175
roberta-base,1.0,0.32034730911254883
roberta-large,1.0,0.11537349224090576
deberta-base,1.0,0.42931219935417175
deberta-large,1.0,0.42931219935417175
bert-base,0.7602804899215698,0.35963010787963867
bert-large,0.7602804899215698,0.236199751496315
roberta-base,1.0,0.07741501182317734
roberta-large,1.0,0.07741501182317734
deberta-base,1.0,0.15472456812858582
deberta-large,1.0,0.15472456812858582
bert-base,1.0,0.4727715253829956
bert-large,1.0,0.4727715253829956
roberta-base,1.0,0.4727715253829956
roberta-large,1.0,0.36943650245666504
deberta-base,1.0,0.2638148367404938
deberta-large,1.0,0.36943650245666504
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,0.7561663389205933,0.24061435461044312
roberta-base,1.0,1.0
roberta-large,1.0,0.19865942001342773
deberta-base,1.0,0.1433906853199005
deberta-large,0.7561663389205933,0.1433906853199005
bert-base,1.0000001192092896,0.4076843857765198
bert-large,1.0000001192092896,0.6822375059127808
roberta-base,1.0000001192092896,0.5921221971511841
roberta-large,1.0000001192092896,0.10405511409044266
deberta-base,1.0000001192092896,0.6453981399536133
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,0.09471911936998367
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,0.7101869583129883
roberta-base,1.0,0.7101869583129883
roberta-large,1.0,0.7101869583129883
deberta-base,1.0,0.8121898770332336
deberta-large,1.0,0.7101869583129883
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.000000238418579,1.000000238418579
bert-large,1.000000238418579,1.000000238418579
roberta-base,1.000000238418579,1.000000238418579
roberta-large,1.000000238418579,1.000000238418579
deberta-base,1.000000238418579,1.000000238418579
deberta-large,1.000000238418579,1.000000238418579
bert-base,1.0,1.0
bert-large,0.8076015710830688,0.9492163062095642
roberta-base,0.8076015710830688,0.9492163062095642
roberta-large,0.8076015710830688,0.6595181226730347
deberta-base,1.0,0.9492163062095642
deberta-large,0.8076015710830688,1.0
bert-base,1.0,0.19670727849006653
bert-large,1.0,0.4996556043624878
roberta-base,1.0,0.19670727849006653
roberta-large,1.0,0.4996556043624878
deberta-base,1.0,0.19670727849006653
deberta-large,1.0,0.19670727849006653
bert-base,1.0,0.20506523549556732
bert-large,1.0,0.5305174589157104
roberta-base,1.0,1.0
roberta-large,1.0,0.5305174589157104
deberta-base,1.0,0.18207520246505737
deberta-large,1.0,0.7384082078933716
bert-base,1.000000238418579,1.000000238418579
bert-large,1.000000238418579,1.000000238418579
roberta-base,0.5219950675964355,0.5219950675964355
roberta-large,1.000000238418579,1.000000238418579
deberta-base,1.000000238418579,1.000000238418579
deberta-large,1.000000238418579,1.000000238418579
bert-base,1.0000001192092896,0.5251135230064392
bert-large,1.0000001192092896,0.5251135230064392
roberta-base,1.0000001192092896,0.5251135230064392
roberta-large,1.0000001192092896,0.5251135230064392
deberta-base,1.0000001192092896,0.5251135230064392
deberta-large,1.0000001192092896,0.5251135230064392
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,0.08162851631641388
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,0.09120433032512665
roberta-base,0.6446300148963928,0.14102695882320404
roberta-large,1.0000001192092896,0.6446300148963928
deberta-base,1.0000001192092896,0.6446300148963928
deberta-large,1.0000001192092896,0.6446300148963928
bert-base,1.0000001192092896,0.7211900353431702
bert-large,1.0000001192092896,0.7211900353431702
roberta-base,1.0000001192092896,0.7211900353431702
roberta-large,1.0000001192092896,0.7211900353431702
deberta-base,1.0000001192092896,0.7211900353431702
deberta-large,1.0000001192092896,0.7211900353431702
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,0.03664108365774155
deberta-large,1.0,1.0
bert-base,1.0000001192092896,0.08827327191829681
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,0.41724851727485657
deberta-base,1.0000001192092896,0.08827327191829681
deberta-large,1.0000001192092896,0.41724851727485657
bert-base,0.5861327052116394,0.13799534738063812
bert-large,0.5861327052116394,0.1081664115190506
roberta-base,1.0,0.17292417585849762
roberta-large,1.0,0.1377684772014618
deberta-base,1.0,0.16337379813194275
deberta-large,1.0,0.16337379813194275
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,0.7518454790115356
roberta-base,1.0000001192092896,0.17336472868919373
roberta-large,1.0000001192092896,0.17336472868919373
deberta-base,1.0000001192092896,0.11276875436306
deberta-large,1.0000001192092896,0.11276875436306
bert-base,0.5967499017715454,0.37933823466300964
bert-large,0.5967499017715454,1.0
roberta-base,0.5967499017715454,0.6411569714546204
roberta-large,1.0,0.5406967997550964
deberta-base,0.5967499017715454,0.5406967997550964
deberta-large,0.5967499017715454,0.13265687227249146
bert-base,0.9999998807907104,0.9999998807907104
bert-large,0.9999998807907104,0.9999998807907104
roberta-base,0.9999998807907104,0.15903408825397491
roberta-large,0.9999998807907104,0.9999998807907104
deberta-base,0.9999998807907104,0.9999998807907104
deberta-large,0.9999998807907104,0.9999998807907104
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,0.29466667771339417
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,0.29466667771339417
deberta-large,1.0000001192092896,0.17910587787628174
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,0.12437592446804047
deberta-base,1.0,1.0
deberta-large,1.0,0.12787538766860962
bert-base,1.0,0.10560618340969086
bert-large,1.0,1.0
roberta-base,1.0,0.16768330335617065
roberta-large,1.0,0.16768330335617065
deberta-base,1.0,0.10560618340969086
deberta-large,1.0,0.10560618340969086
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,0.8905119299888611
bert-large,0.8905119299888611,0.8905119299888611
roberta-base,0.17127904295921326,0.17127904295921326
roberta-large,1.0000001192092896,0.8905119299888611
deberta-base,1.0000001192092896,0.8905119299888611
deberta-large,0.8905119299888611,0.8905119299888611
bert-base,0.9678884744644165,0.9678884744644165
bert-large,0.9678884744644165,0.9678884744644165
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,0.11036240309476852
bert-large,1.0,0.1034851148724556
roberta-base,1.0,0.17957590520381927
roberta-large,1.0,0.10176868736743927
deberta-base,1.0,0.48328104615211487
deberta-large,1.0,0.11036240309476852
bert-base,1.0,0.127024307847023
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,0.029265141114592552
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,0.7476794719696045
roberta-large,1.0,0.7272019386291504
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.000000238418579,0.7343098521232605
bert-large,1.000000238418579,0.7428126335144043
roberta-base,1.000000238418579,0.7428126335144043
roberta-large,1.000000238418579,0.7428126335144043
deberta-base,1.000000238418579,0.7428126335144043
deberta-large,1.000000238418579,0.7428126335144043
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,0.6108253002166748
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,0.08057758212089539
roberta-large,1.0000001192092896,0.03507615253329277
deberta-base,1.0000001192092896,0.045904964208602905
deberta-large,1.0000001192092896,0.045904964208602905
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,0.059257566928863525
deberta-base,1.0000001192092896,0.029982030391693115
deberta-large,1.0000001192092896,0.029982030391693115
bert-base,1.0,1.0
bert-large,0.8330498337745667,0.8330498337745667
roberta-base,0.5175734162330627,0.4728909730911255
roberta-large,1.0,0.02464909851551056
deberta-base,1.0,0.033855464309453964
deberta-large,1.0,0.033855464309453964
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,0.0794895738363266
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,0.059257566928863525
deberta-base,1.0000001192092896,0.029982030391693115
deberta-large,1.0000001192092896,0.029982030391693115
bert-base,0.14651677012443542,0.19245371222496033
bert-large,0.5301883220672607,0.17810741066932678
roberta-base,0.17810741066932678,0.17810741066932678
roberta-large,0.14651677012443542,0.22784832119941711
deberta-base,1.0,0.14060550928115845
deberta-large,0.17810741066932678,0.14060550928115845
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,0.9122552871704102
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,-0.026852980256080627
bert-base,1.0,0.729092001914978
bert-large,1.0,1.0
roberta-base,0.729092001914978,0.05731387436389923
roberta-large,1.0,0.03194032609462738
deberta-base,1.0,-0.010066140443086624
deberta-large,0.9284730553627014,-0.010066140443086624
bert-base,1.0000001192092896,0.07841293513774872
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,0.07841293513774872
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,0.5779920220375061
bert-large,0.9494242668151855,0.45866745710372925
roberta-base,0.9494242668151855,0.45866745710372925
roberta-large,0.9494242668151855,0.028530869632959366
deberta-base,1.0,-0.021256977692246437
deberta-large,0.9494242668151855,-0.021256977692246437
bert-base,1.0000001192092896,0.8326191902160645
bert-large,0.7177234888076782,0.331964910030365
roberta-base,0.7177234888076782,0.8326191902160645
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,0.05824002996087074
deberta-large,0.7177234888076782,1.0000001192092896
bert-base,1.0,0.5374088883399963
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,0.5374088883399963
deberta-large,1.0,0.5374088883399963
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,0.766404390335083,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,0.638975203037262,0.1793184131383896
bert-large,0.638975203037262,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,0.6578871011734009,0.15910841524600983
deberta-base,1.0000001192092896,0.1793184131383896
deberta-large,1.0000001192092896,0.1793184131383896
bert-base,0.9999998807907104,0.9999998807907104
bert-large,0.9999998807907104,0.9999998807907104
roberta-base,0.9999998807907104,0.9999998807907104
roberta-large,0.9999998807907104,0.9999998807907104
deberta-base,0.9999998807907104,0.22622039914131165
deberta-large,0.9999998807907104,0.9999998807907104
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,0.744279146194458
bert-large,1.0000001192092896,0.744279146194458
roberta-base,1.0000001192092896,0.744279146194458
roberta-large,1.0000001192092896,0.744279146194458
deberta-base,1.0000001192092896,0.744279146194458
deberta-large,1.0000001192092896,0.744279146194458
bert-base,1.0000001192092896,0.17643523216247559
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,0.5123233795166016
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,0.06946024298667908
roberta-large,1.0,0.06946024298667908
deberta-base,1.0,0.11183512210845947
deberta-large,1.0,0.11183512210845947
bert-base,1.0,0.707750678062439
bert-large,1.0,0.4786303639411926
roberta-base,1.0,1.0
roberta-large,1.0,0.4786303639411926
deberta-base,1.0,0.707750678062439
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,0.9999998807907104,0.9999998807907104
bert-large,0.9999998807907104,0.9999998807907104
roberta-base,0.9999998807907104,0.9999998807907104
roberta-large,0.9999998807907104,0.9999998807907104
deberta-base,0.9999998807907104,0.9999998807907104
deberta-large,0.9999998807907104,0.9999998807907104
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,0.6614459753036499,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,0.12042494118213654
bert-large,1.0,1.0
roberta-base,0.6614459753036499,0.6724234819412231
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,0.1685764491558075
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,0.14172030985355377
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,0.1367807239294052
bert-large,1.0,1.0
roberta-base,1.0,0.12736977636814117
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,0.5006674528121948
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,0.19749557971954346
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,0.548689603805542
roberta-large,1.0,0.5171967148780823
deberta-base,1.0,1.0
deberta-large,1.0,0.5171967148780823
bert-base,0.4971678853034973,0.4971678853034973
bert-large,0.4947878122329712,0.4947878122329712
roberta-base,0.6060031652450562,0.6060031652450562
roberta-large,0.5867152214050293,0.6060031652450562
deberta-base,0.9869058132171631,0.9869058132171631
deberta-large,0.5867152214050293,0.5867152214050293
bert-base,0.19331228733062744,0.19331228733062744
bert-large,0.8531002402305603,0.8531002402305603
roberta-base,0.48835617303848267,0.8531002402305603
roberta-large,0.8531002402305603,0.8531002402305603
deberta-base,0.5015139579772949,0.16602329909801483
deberta-large,0.8531002402305603,0.19331228733062744
bert-base,1.0000001192092896,0.484896183013916
bert-large,1.0000001192092896,0.7031527161598206
roberta-base,1.0000001192092896,0.484896183013916
roberta-large,1.0000001192092896,0.7031527161598206
deberta-base,1.0000001192092896,0.484896183013916
deberta-large,1.0000001192092896,0.7031527161598206
bert-base,1.0,0.5554608106613159
bert-large,1.0,0.5554608106613159
roberta-base,1.0,0.5554608106613159
roberta-large,1.0,0.5554608106613159
deberta-base,1.0,0.5554608106613159
deberta-large,1.0,0.5554608106613159
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,0.562455415725708,0.562455415725708
bert-large,0.562455415725708,0.562455415725708
roberta-base,0.656745433807373,0.656745433807373
roberta-large,0.7964894771575928,0.7964894771575928
deberta-base,0.7964894771575928,0.7964894771575928
deberta-large,0.7964894771575928,0.7964894771575928
bert-base,0.9999999403953552,0.9999999403953552
bert-large,0.9999999403953552,0.9999999403953552
roberta-base,0.9999999403953552,0.9999999403953552
roberta-large,0.9999999403953552,0.9999999403953552
deberta-base,0.9999999403953552,0.9999999403953552
deberta-large,0.9999999403953552,0.9999999403953552
bert-base,1.0000001192092896,1.0000001192092896
bert-large,1.0000001192092896,1.0000001192092896
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,0.7853474617004395,0.5966020822525024
bert-large,1.0000001192092896,0.5966020822525024
roberta-base,1.0000001192092896,1.0000001192092896
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,1.0000001192092896
deberta-large,1.0000001192092896,1.0000001192092896
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,0.032898761332035065
roberta-large,1.0,0.1585651934146881
deberta-base,1.0,1.0
deberta-large,1.0,0.2054462730884552
bert-base,1.0,1.0
bert-large,1.0,1.0
roberta-base,1.0,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,0.7372699975967407,0.09223605692386627
bert-large,0.7372699975967407,0.7372699975967407
roberta-base,1.0,0.09223605692386627
roberta-large,1.0,1.0
deberta-base,1.0,0.4712952673435211
deberta-large,1.0,0.5960162878036499
bert-base,1.0000001192092896,1.0000001192092896
bert-large,0.7540173530578613,0.7540173530578613
roberta-base,0.7540173530578613,0.7540173530578613
roberta-large,1.0000001192092896,1.0000001192092896
deberta-base,1.0000001192092896,0.6643731594085693
deberta-large,1.0000001192092896,0.7540173530578613
bert-base,1.0,0.1601458042860031
bert-large,1.0,1.0
roberta-base,0.2322358787059784,1.0
roberta-large,1.0,1.0
deberta-base,1.0,1.0
deberta-large,1.0,1.0
bert-base,1.0,0.1278378665447235
bert-large,1.0,0.1278378665447235
roberta-base,1.0,0.1278378665447235
roberta-large,1.0,0.1278378665447235
deberta-base,1.0,0.1278378665447235
deberta-large,1.0,0.1278378665447235
bert-base,0.9999999403953552,0.4596029818058014
bert-large,0.9999999403953552,0.4201512336730957
roberta-base,0.9999999403953552,0.43562525510787964
