title,context,target_word,question,annotated_question,answers,ambiguity_type,answer_annotation,context_len,orig_len,ambig_len,answer_len
Plymouth,Throughout the 17th century Plymouth had gradually lost its pre-eminence as a trading port. By the m...,port,In what century did Plymouth cease to be a vital trading port?,When did port lose its value?,"{'text': ['17th'], 'answer_start': [15]}",lexical,,60,12,6,4
Southampton,"Southampton used to be home to a number of ferry services to the continent, with destinations such a...",port,In what decade was the ferry port built in Southampton to carry people to exotic destinations on the continent?,When was port first made?,"{'text': ['1960s'], 'answer_start': [183]}",lexical,,112,19,5,4
New_York_City,"New York is a global hub of international business and commerce. In 2012, New York City topped the f...",port,In what year did the Port of New York and New Jersey deal with unprecedented cargo volume?,In what year did port reach its highest load?,"{'text': ['2014'], 'answer_start': [852]}",lexical,,133,17,9,4
Republic_of_the_Congo,"Transport in the Republic of the Congo includes land, air and water transportation. The country's ra...",port,On what ocean is a major port located?,Where is port usually found?,"{'text': ['Atlantic Ocean'], 'answer_start': [409]}",lexical,,82,8,5,5
Southampton,"The port was the point of departure for the Pilgrim Fathers aboard Mayflower in 1620. In 1912, the R...",port,What famous ship left Southampton's port carrying the Pilgrim Fathers?,What left the port?,"{'text': ['Mayflower'], 'answer_start': [67]}",lexical,,105,10,4,4
Nanjing,"Port of Nanjing is the largest inland port in China, with annual cargo tonnage reached 191,970,000 t...",port,What is the largest inland port for China?,What is the largest port?,"{'text': ['Port of Nanjing'], 'answer_start': [0]}",lexical,,91,8,5,6
Boston,"In addition to city government, numerous commissions and state authorities—including the Massachuset...",port,What is the name of the massachusetts port authority?,What is the official name of the port?,"{'text': ['Massport'], 'answer_start': [273]}",lexical,,54,9,8,4
Saint_Helena,"Located in the South Atlantic Ocean on the Mid-Atlantic Ridge, more than 2,000 kilometres (1,200 mi)...",port,What is the nearest port to Saint Helena?,What’s the closest port you can access?,"{'text': ['Namibe'], 'answer_start': [231]}",lexical,,165,8,7,4
Southampton,"Southampton has always been a port, and the docks have long been a major employer in the city. In pa...",port,What kind of passenger ships make up a lot of the traffic in the port of Southampton?,What make up a lot of the traffic in the port?,"{'text': ['cruise ships'], 'answer_start': [127]}",lexical,,200,17,11,5
Boston,"Many of the crucial events of the American Revolution—the Boston Massacre, the Boston Tea Party, Pau...",port,What long held tradition helped make Boston a wealthy port?,What made the port valuable?,"{'text': ['seafaring tradition'], 'answer_start': [281]}",lexical,,65,10,5,5
Southampton,"Southampton has been used for military embarkation, including during 18th-century wars with the Fren...",port,What war won Southampton the title of No. 1 Military Embarkation port?,What earned the port a title?,"{'text': ['the Great War'], 'answer_start': [205]}",lexical,,59,12,6,6
Southampton,"Southampton used to be home to a number of ferry services to the continent, with destinations such a...",port,What was built on the site where the Southampton Ferry Port used to be?,What replaced the former port?,"{'text': ['a retail and housing development'], 'answer_start': [429]}",lexical,,112,14,5,8
Plymouth,"The early port settlement of Plymouth, called ""Sutton"", approximates to the area now referred to as ...",port,What was the name of the port once situated on the land occupied by present day Plymouth?,What was the port once called?,"{'text': ['Sutton'], 'answer_start': [47]}",lexical,,70,17,6,4
The_Legend_of_Zelda:_Twilight_Princess,"At the time of its release, Twilight Princess was considered the greatest entry in the Zelda series ...",port,What year will the game release a high-definition port for the Wii U console?,When will the it launch a new port?,"{'text': ['2016'], 'answer_start': [536]}",both,,88,14,8,4
Plymouth,"Plymouth is an important centre for watersports, especially scuba diving and sailing. The Port of Pl...",port,When was the first Port of Plymouth Regatta?,When was the first port run?,"{'text': ['1823'], 'answer_start': [193]}",lexical,,46,8,6,4
IPod,"The third generation began including a 30-pin dock connector, allowing for FireWire or USB connectiv...",port,Which model of iPod combined the headphone jack and data port?,What had a combined port for audio and data?,"{'text': ['Shuffle'], 'answer_start': [749]}",lexical,,135,11,9,4
Political_corruption,"Snyder and Strömberg found ""that a poor fit between newspaper markets and political districts reduce...",post,Campaign spending and what fell after the Post stopped publishing?,What fell after the post stopped working?,"{'text': ['voter turnout'], 'answer_start': [637]}",lexical,,107,10,7,5
Melbourne,With the wealth brought on by the gold rush following closely on the heels of the establishment of V...,post,"During what two decades were the Parliament House, Treasury Building, Victoria Barracks, State Library, and General Post Office commenced?",When did these posts start appearing?,"{'text': ['1850s and 1860s'], 'answer_start': [229]}",lexical,,84,19,6,6
Communications_in_Somalia,"Concurrently, the Somali Transitional Federal Government began preparations to revive the national p...",post,How many phases made up the reconstruction plan for the Somali Post?,How many stages were needed to change the  post?,"{'text': ['three'], 'answer_start': [195]}",lexical,,149,12,9,4
Seattle,"As of 2010[update], Seattle has one major daily newspaper, The Seattle Times. The Seattle Post-Intel...",post,In what venue does the Seattle Post-Intelligencer publish?,Where does the post appear?,"{'text': ['on-line'], 'answer_start': [216]}",lexical,,126,8,5,4
Seattle,"As of 2010[update], Seattle has one major daily newspaper, The Seattle Times. The Seattle Post-Intel...",post,In what year did the Seattle Post-Intelligencer first publish?,Where does the post first placed?,"{'text': ['1863'], 'answer_start': [161]}",lexical,,126,9,6,4
Saint_Helena,"During this period, the island enjoyed increased revenues through the sale of flax, with prices peak...",post,The British Post Offices decision to use what kind of fibres hurt the flax industry?,What material decision by the post led to crop damage?,"{'text': ['synthetic fibres'], 'answer_start': [197]}",lexical,,60,15,10,5
Ministry_of_Defence_(United_Kingdom),"During the 1920s and 1930s, British civil servants and politicians, looking back at the performance ...",post,What post did Lord Chatfield hold until 1940?,What post did he have until 1940?,"{'text': ['Minister for Coordination of Defence'], 'answer_start': [634]}",lexical,,141,8,7,8
Montevideo,Fortaleza del Cerro overlooks the bay of Montevideo. An observation post at this location was first ...,post,What replaced the observation post in 1802?,What replaced the post?,"{'text': ['a beacon'], 'answer_start': [156]}",lexical,,100,7,4,5
New_York_City,New York City traces its roots to its 1624 founding as a trading post by colonists of the Dutch Repu...,post,What was the trading post that preceded New York City called?,What was the post before New York was named?,"{'text': ['New Amsterdam'], 'answer_start': [119]}",lexical,,98,11,9,5
Houston,"Houston is served by the Houston Chronicle, its only major daily newspaper with wide distribution. T...",post,"When did Chronicle rival newspaper, the Houston Post, cease operations?",When did the post end?,"{'text': ['1995'], 'answer_start': [288]}",lexical,,83,10,5,4
Kanye_West,"In September 2010, West wrote a series of apologetic tweets addressed to Swift including ""Beyonce di...",post,When did Kanye West post to Twitter apoloizing to Taylor Swift?,When did he make a post?,"{'text': ['September 2010'], 'answer_start': [3]}",both,,205,11,6,5
Prime_minister,"Bahrain's prime minister, Sheikh Khalifah bin Sulman Al Khalifah has been in the post since 1970, ma...",post,When did Khalifa first take the post of prime minister?,When did she assume the post for the first time?,"{'text': ['1970'], 'answer_start': [92]}",both,,24,10,10,4
Federal_Bureau_of_Investigation,"On July 8, 2007 The Washington Post published excerpts from UCLA Professor Amy Zegart's book Spying ...",post,When did the Washington Post publish excerpts from the book Spying Blind?,When did the post release parts of the story?,"{'text': ['July 8, 2007'], 'answer_start': [3]}",lexical,,162,12,9,6
Computer_security,Public Safety Canada’s Canadian Cyber Incident Response Centre (CCIRC) is responsible for mitigating...,post,Where does the CCIRC post regular cyber security bulletins?,Where does the post usually appear?,"{'text': ['on the Public Safety Canada website'], 'answer_start': [438]}",lexical,,114,9,6,9
Elizabeth_II,"A year later, at the height of the 1975 Australian constitutional crisis, the Australian Prime Minis...",post,Who dismissed Whilam from the post of Australian Prime Minister?,Who fired him from the post?,"{'text': ['Governor-General Sir John Kerr'], 'answer_start': [151]}",both,,81,10,6,7
Prime_minister,The monarchs of England and the United Kingdom had ministers in whom they placed special trust and w...,post,Who held the equivalent of the post of prime minister under Queen Anne?,Who held the post during her reign?,"{'text': ['Godolphin'], 'answer_start': [275]}",both,,75,13,7,4
Arena_Football_League,"After 12 years as commissioner of the AFL, David Baker retired unexpectedly on July 25, 2008, just t...",post,Who temporarily served in the commissioner's post after Baker's departure?,Who served in the post after he left?,"{'text': ['Ed Policy'], 'answer_start': [151]}",both,,59,10,8,5
Political_corruption,"Snyder and Strömberg found ""that a poor fit between newspaper markets and political districts reduce...",post,Who was most likely to get reelected after the Post shut down?,Who had better chances after the post was gone?,"{'text': ['incumbents'], 'answer_start': [584]}",lexical,,107,12,9,4
New_York_City,"More than 200 newspapers and 350 consumer magazines have an office in the city, and the publishing i...",post,Who was the founder of the New York Post?,Who started the  post?,"{'text': ['Alexander Hamilton'], 'answer_start': [491]}",lexical,,144,9,4,5
Houston,"Houston is served by the Houston Chronicle, its only major daily newspaper with wide distribution. T...",post,Whose family owned the Houston Post?,Who had owned the post?,"{'text': ['Bill Hobby'], 'answer_start': [365]}",lexical,,83,6,5,5
2008_Sichuan_earthquake,"China Mobile had more than 2,300 base stations suspended due to power disruption or severe telecommu...",power,"Besides power disruption, what caused telecommunications to be suspended?","Besides power, what caused it to be suspended?","{'text': ['traffic congestion'], 'answer_start': [109]}",both,,47,9,8,5
Solar_energy,"Solar power is anticipated to become the world's largest source of electricity by 2050, with solar p...",power,By what year is solar power expected to become the world's greatest source of electricity?,By what year is power expected to become the world's greatest source?,"{'text': ['2050'], 'answer_start': [82]}",lexical,,32,15,12,4
New_York_City,"New York is a global hub of international business and commerce. In 2012, New York City topped the f...",power,In what year was New York ranked first on the Global Economic Power Index?,In what year was New York the first on the power?,"{'text': ['2012'], 'answer_start': [68]}",lexical,,133,14,11,4
Solar_energy,Commercial CSP plants were first developed in the 1980s. Since 1985 the eventually 354 MW SEGS CSP i...,power,What are the largest photovoltaic solar power plants?,What are the largest power plants?,"{'text': ['The 250 MW Agua Caliente Solar Project, in the United States, and the 221 MW Charanka Solar Park in India'], 'answer_start': [325]}",lexical,,130,8,6,23
Solar_energy,Concentrating Solar Power (CSP) systems use lenses or mirrors and tracking systems to focus a large ...,power,What do Concentrating Solar Power systems use?,What do power systems use?,"{'text': ['lenses or mirrors and tracking systems'], 'answer_start': [44]}",lexical,,100,7,5,9
Solar_energy,Concentrating Solar Power (CSP) systems use lenses or mirrors and tracking systems to focus a large ...,power,What do Concentrating Solar Power technologies have in common?,What do powers have in common?,"{'text': ['a working fluid is heated by the concentrated sunlight'], 'answer_start': [491]}",lexical,,100,9,6,12
Solar_energy,"Solar power is the conversion of sunlight into electricity, either directly using photovoltaics (PV)...",power,What does a concentrated solar power system use?,What does a power system use?,"{'text': ['lenses or mirrors and tracking systems'], 'answer_start': [170]}",lexical,,51,8,6,9
Solar_energy,Concentrating Solar Power (CSP) systems use lenses or mirrors and tracking systems to focus a large ...,power,What is one of the most developed Concentrating Solar Power technologies?,What is one of the most developed powers?,"{'text': ['the Stirling dish'], 'answer_start': [360]}",lexical,,100,11,8,6
Solar_energy,"Solar power is the conversion of sunlight into electricity, either directly using photovoltaics (PV)...",power,What is solar power?,What is power?,"{'text': ['conversion of sunlight into electricity'], 'answer_start': [19]}",lexical,,51,4,3,8
Solar_energy,Concentrating Solar Power (CSP) systems use lenses or mirrors and tracking systems to focus a large ...,power,What is the heat generated from a Concentrating Solar Power system used for?,What is the heat generated from a power used for?,"{'text': ['a heat source for a conventional power plant'], 'answer_start': [174]}",lexical,,100,13,10,11
Solar_energy,"In 1974, the unmanned AstroFlight Sunrise plane made the first solar flight. On 29 April 1979, the S...",power,What is the name of the aircraft circling the globe in 2015 via solar power?,What aircraft is circling via power?,"{'text': ['Solar Impulse'], 'answer_start': [963]}",lexical,,194,15,6,5
Solar_energy,"Solar power is the conversion of sunlight into electricity, either directly using photovoltaics (PV)...",power,What is the purpose of a concentrated solar power system?,What is the purpose of a power?,"{'text': ['focus a large area of sunlight into a small beam'], 'answer_start': [212]}",lexical,,51,10,7,13
Kanye_West,"During a November 26, 2013 radio interview, West explained why he believed that President Obama had ...",power,What type of people did Kanye state had more power than Black people?,What type of people had more power?,"{'text': ['Jewish people'], 'answer_start': [404]}",lexical,,154,13,7,5
Solar_energy,"In 1897, Frank Shuman, a U.S. inventor, engineer and solar energy pioneer built a small demonstratio...",power,What was the solar engine used to power?,What engine provided the power?,"{'text': ['steam engine'], 'answer_start': [303]}",lexical,,134,8,5,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"Dreyfus writes that after the Phagmodrupa lost its centralizing power over Tibet in 1434, several at...",power,What year did the Phagmodrupa lose their power over Tibet?,What year did the it lose their power?,"{'text': ['1434'], 'answer_start': [84]}",both,,39,10,8,4
Solar_energy,"Solar power is anticipated to become the world's largest source of electricity by 2050, with solar p...",power,When is solar power is foreseen to become the largest source of electricity?,When is power foreseen to become the largest source?,"{'text': ['2050'], 'answer_start': [82]}",lexical,,32,13,9,4
Solar_energy,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S...",power,Where did Shuman build the world's first solar thermal power station?,Where did he build the power station?,"{'text': ['Maadi, Egypt'], 'answer_start': [62]}",both,,108,11,7,5
The_Legend_of_Zelda:_Twilight_Princess,"Twilight Princess received the awards for Best Artistic Design, Best Original Score, and Best Use of...",power,Where did Twilight Princess rank on Nintendo Power's list of Nintendo games in the 2000s?,Where did she rank on Power's list?,"{'text': ['third'], 'answer_start': [834]}",both,,147,15,7,4
New_York_City,"New York is a global hub of international business and commerce. In 2012, New York City topped the f...",power,Who created the Global Economic Power Index that ranked New York first?,Who created the Power that ranked New York?,"{'text': ['The Atlantic'], 'answer_start': [147]}",lexical,,133,12,8,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"Dreyfus writes that after the Phagmodrupa lost its centralizing power over Tibet in 1434, several at...",power,Who lost their power over Tibet?,Who lost their power?,"{'text': ['the Phagmodrupa'], 'answer_start': [26]}",lexical,,39,6,4,5
Institute_of_technology,Universities of Technology are academically similar to other (non-polytechnic) universities. Prior t...,process,How many credits were needed for an M.Sc. (Tech.) degree before the Bologna Process?,How many credits were needed before the process?,"{'text': ['180'], 'answer_start': [142]}",lexical,,39,14,8,4
Institute_of_technology,Universities of Technology are academically similar to other (non-polytechnic) universities. Prior t...,process,How many credits were needed for an M.Sc. from a traditional university prior to the Bologna Process?,How many credits were required prior to the process?,"{'text': ['160'], 'answer_start': [203]}",lexical,,39,17,9,4
Pub,Traditional English ale was made solely from fermented malt. The practice of adding hops to produce ...,process,In what century was the process of using hops to produce beer introduced to England?,In what century was the process introduced to England?,"{'text': ['15th'], 'answer_start': [154]}",lexical,,60,15,9,4
Hydrogen,"Industrial production is mainly from the steam reforming of natural gas, and less often from more en...",process,Name a process that uses fossil fuels along with hydrogen.,What is the process name a process that involves two sourses?,"{'text': ['hydrocracking'], 'answer_start': [289]}",lexical,,72,10,11,4
Solar_energy,Hydrogen production technologies been a significant area of solar chemical research since the 1970s....,process,The Solznic process produces what?,What does the process result in?,"{'text': ['pure zinc'], 'answer_start': [882]}",lexical,,136,5,6,5
Saint_Helena,"Between 1791 and 1833, Saint Helena became the site of a series of experiments in conservation, refo...",process,The environmental intervention was linked to the conceptualization of what process?,The intervention was linked to what process?,"{'text': ['environmental change'], 'answer_start': [251]}",lexical,,45,11,7,5
Architecture,"It is widely assumed that architectural success was the product of a process of trial and error, wit...",process,Through what process is it thought that the first architectural achievements were made?,Through what process the achievements were made?,"{'text': ['trial and error'], 'answer_start': [80]}",lexical,,115,13,7,6
Frédéric_Chopin,"Improvisation stands at the centre of Chopin's creative processes. However, this does not imply impu...",process,What is central to Chopin's process?,What is central to his process of creation?,"{'text': ['Improvisation'], 'answer_start': [0]}",both,,134,6,8,4
Buddhism,Rebirth refers to a process whereby beings go through a succession of lifetimes as one of many possi...,process,What is the name for the process of a succession of lifetimes?,What is the name for the process involving lifetimes?,"{'text': ['Rebirth'], 'answer_start': [0]}",lexical,,128,12,9,4
Solar_energy,Hydrogen production technologies been a significant area of solar chemical research since the 1970s....,process,What is the name of the process being developed by the Weizmann Institute?,What is the name of the developed process?,"{'text': ['Solzinc process'], 'answer_start': [692]}",lexical,,136,13,8,5
Solar_energy,Hydrogen production technologies been a significant area of solar chemical research since the 1970s....,process,What is the name of the process under development at the Weizmann Institute?,What is the process being handled at the institute?,"{'text': ['The Solzinc process'], 'answer_start': [688]}",lexical,,136,13,9,6
Buddhism,Rebirth refers to a process whereby beings go through a succession of lifetimes as one of many possi...,process,What is the process in which beings go through cycles of lifetimes as many forms of sentient life?,What process involves beings experiencing multiple stages?,"{'text': ['Rebirth'], 'answer_start': [0]}",lexical,,128,18,7,4
Prime_minister,"In Australia, the Prime Minister is expected to step down if s/he loses the majority support of his/...",process,What process signals the need for the prime minister to resign in Australia?,What process tells when he should step down?,"{'text': ['spill motion'], 'answer_start': [118]}",both,,35,13,8,5
Genome,"Some organisms have multiple copies of chromosomes: diploid, triploid, tetraploid and so on. In clas...",process,What process splits the chromosome between gametes?,What process causes a split during reproduction?,"{'text': ['meiosis'], 'answer_start': [415]}",lexical,,170,7,7,4
Institute_of_technology,"The designation ""Institute of Technology"" is not applied at all, being meaningless in Portugal. Howe...",process,What process was instituted in 2007 that brought Master's degrees to the polytechnic education system?,What process caused things to change in 2007?,"{'text': ['Bologna Process'], 'answer_start': [474]}",lexical,,112,15,8,5
Hydrogen,"In its turn, under anaerobic conditions, the ferrous hydroxide (Fe(OH) 2 ) can be oxidized by the pr...",process,What reaction describes this process?,What reaction is involved in this process?,"{'text': ['Schikorr reaction'], 'answer_start': [190]}",lexical,,34,5,7,5
Solar_energy,Solar chemical processes use solar energy to drive chemical reactions. These processes offset energy...,process,What solar process can be used to produce different fuels?,What process can be used for generation?,"{'text': ['artificial photosynthesis'], 'answer_start': [350]}",lexical,,169,10,7,5
Institute_of_technology,Hogeschool institutions in the Flemish Community of Belgium (such as the Erasmus Hogeschool Brussel)...,process,What term refers to the process that a hogeschool undergoes before it's able to award Master's degrees?,What term refers to the process before awarding degrees?,"{'text': ['academization'], 'answer_start': [139]}",lexical,,42,17,9,4
Republic_of_the_Congo,The current administration presides over an uneasy internal peace and faces difficult economic probl...,process,When was the Congo allowed back into the Kimberley Process?,When was the Congo allowed back into the process?,"{'text': ['2007'], 'answer_start': [488]}",lexical,,75,10,9,4
Republic_of_the_Congo,Sassou also won the following presidential election in July 2009. According to the Congolese Observa...,process,Which group provided oversight for the electoral process in 2009?,Which group watched over the process in 2009?,"{'text': ['Congolese Observatory of Human Rights'], 'answer_start': [83]}",lexical,,33,10,8,8
Solar_energy,Urban heat islands (UHI) are metropolitan areas with higher temperatures than that of the surroundin...,program,"A program in Los Angeles believes that with $1 billion, city temperatures could be reduced by approximately how many degrees in Celsius?",A program believed it could change the temperature by how many degrees?,"{'text': ['3'], 'answer_start': [597]}",lexical,,114,22,12,4
2008_Sichuan_earthquake,"On the evening of May 18, CCTV-1 hosted a special four-hour program called The Giving of Love (simpl...",program,How large were the donations from the program?,How large were the donations connected to the program?,"{'text': ['Donations of the evening totalled 1.5 billion Chinese Yuan'], 'answer_start': [392]}",lexical,,178,8,9,12
American_Idol,American Idol was nominated for the Emmy's Outstanding Reality Competition Program for nine years bu...,program,How many nominations has American Idol received for Outstanding Reality Competition Program?,How many nominations were recieved for the program?,"{'text': ['9'], 'answer_start': [231]}",lexical,,117,12,8,4
Institute_of_technology,"The Polytechnic institutes in Pakistan, offer a diploma spanning three years in different branches. ...",program,"In Pakistan, a student's tests in what grade determine their admission to a diploma program?",At what stage do students get into the program?,"{'text': ['10th'], 'answer_start': [175]}",lexical,,44,15,9,4
IPod,"Apple announced a battery replacement program on November 14, 2003, a week before a high publicity s...",program,In what year did Apple begin a formal battery replacement program?,When did Apple begin a  program?,"{'text': ['2003'], 'answer_start': [62]}",lexical,,76,11,6,4
New_York_City,"In 2006, the Sister City Program of the City of New York, Inc. was restructured and renamed New York...",program,"In what year did the Sister City Program of the City of New York, Inc. have its name changed?",When did the program change its name?,"{'text': ['2006'], 'answer_start': [3]}",lexical,,74,19,7,4
To_Kill_a_Mockingbird,"Despite her editors' warnings that the book might not sell well, it quickly became a sensation, brin...",program,Reader's Digest included To Kill a Mockingbird in what program of theirs?,In what program  was the book included?,"{'text': ['Book of the Month Club'], 'answer_start': [306]}",lexical,,60,12,7,8
IPod,"Apple's iTunes software (and other alternative software) can be used to transfer music, photos, vide...",program,What Apple program is used to communicate between computers and portable devices?,What program links those two devices?,"{'text': ['iTunes'], 'answer_start': [8]}",both,,43,12,6,4
2008_Sichuan_earthquake,"On the evening of May 18, CCTV-1 hosted a special four-hour program called The Giving of Love (simpl...",program,What did the donations total for the program?,What did the donations total for the program?,"{'text': ['US$208 million'], 'answer_start': [453]}",lexical,,178,8,8,5
New_York_City,"In 2006, the Sister City Program of the City of New York, Inc. was restructured and renamed New York...",program,"What is the new name of the Sister City Program of the City of New York, Inc.?",What's the new name of the program?,"{'text': ['New York City Global Partners'], 'answer_start': [92]}",lexical,,74,17,7,8
IPod,"Unlike many other MP3 players, simply copying audio or video files to the drive with a typical file ...",program,What kind program is commonly used to move files between iTunes and an iPod?,What kind of program helps move things?,"{'text': ['iTunes'], 'answer_start': [321]}",lexical,,76,14,7,4
IPod,The first generation iPod Nano may overheat and pose a health and safety risk. Affected iPod Nanos w...,program,What program allowed users to exchange iPod Nanos which suffered from overheating problems with new safe models?,What program helped people replace something that wasn’t working properly?,"{'text': ['Apple product replacement program'], 'answer_start': [312]}",lexical,,68,17,10,7
IPod,"On August 24, 2006, Apple and Creative announced a broad settlement to end their legal disputes. App...",program,What program did Creative join in order to make iPod peripherals?,What program did Creative join to be part of it?,"{'text': ['Made for iPod'], 'answer_start': [412]}",lexical,,71,11,10,6
IPod,"The iTunes Store (introduced April 29, 2003) is an online media store run by Apple and accessed thro...",program,What program is required to access the iTunes Store?,Which program gives access to the store?,"{'text': ['iTunes'], 'answer_start': [4]}",lexical,,51,9,7,4
American_Idol,"Season eleven, however, suffered a steep drop in ratings, a drop attributed by some to the arrival o...",program,What program saw more viewers than American Idol this season?,Which program attracted more attention this time?,"{'text': ['Sunday Night Football'], 'answer_start': [660]}",lexical,,162,10,7,6
2008_Sichuan_earthquake,"On the evening of May 18, CCTV-1 hosted a special four-hour program called The Giving of Love (simpl...",program,What was the program that CCTV-1 hosted?,Which program did CCTV-1 include?,"{'text': ['The Giving of Love'], 'answer_start': [75]}",lexical,,178,7,5,7
Institute_of_technology,University of Engineering & Technology or University of Engineering Sciences are the recognized univ...,program,What's Pakistan's program called that's comparable to the British A Level?,What is the name of Pakistan's program?,"{'text': ['F.Sc'], 'answer_start': [454]}",lexical,,68,11,7,4
IPod,"On August 24, 2006, Apple and Creative announced a broad settlement to end their legal disputes. App...",program,What's the name of the program by which 3rd parties sell iPod accessories?,What’s the name of the program?,"{'text': ['the Made for iPod program'], 'answer_start': [408]}",lexical,,71,13,6,8
Wayback_Machine,"In 1996 Brewster Kahle, with Bruce Gilliat, developed software to crawl and download all publicly ac...",program,When was the program necessary to crawl and archive the web created?,When was the program created?,"{'text': ['1996'], 'answer_start': [3]}",lexical,,129,12,5,4
To_Kill_a_Mockingbird,"In 2001, Lee was inducted into the Alabama Academy of Honor. In the same year, Chicago mayor Richard...",program,Which city's mayor initiated a reading program with the book?,Which mayor launched that program?,"{'text': ['Chicago'], 'answer_start': [79]}",lexical,,138,10,5,4
Southampton,"At the 2001 Census, 92.4 per cent of the city's populace was White—including one per cent White Iris...",race,"According to the 2001 Census, what race comprises 3.8% of people living in Southampton?",What race is noted the most in the report?,"{'text': ['South Asian'], 'answer_start': [120]}",lexical,,43,14,9,5
Southampton,"At the 2001 Census, 92.4 per cent of the city's populace was White—including one per cent White Iris...",race,"Going by the 2001 Census, what percentage of Southampton's population is of mixed race?",What race was most represented according to the 2001 data?,"{'text': ['1.5'], 'answer_start': [202]}",lexical,,43,14,10,4
Beyoncé,Beyoncé's lighter skin color and costuming has drawn criticism from some in the African-American com...,race,"In 2007, which music professor said he believes this criticism does involve race as well?",Who said the issue might relate to race?,"{'text': ['Emmett Price'], 'answer_start': [108]}",lexical,,99,15,8,5
To_Kill_a_Mockingbird,"Scholar Patrick Chura, who suggests Emmett Till was a model for Tom Robinson, enumerates the injusti...",race,The main jurors in Tom Robinson's trial were all which race?,What race were they part of during the event?,"{'text': ['white'], 'answer_start': [371]}",both,,202,11,9,4
Solar_energy,Development of a solar-powered car has been an engineering goal since the 1980s. The World Solar Cha...,race,What is the name of the solar powered car race held every two years?,What is the name of the race?,"{'text': ['The World Solar Challenge'], 'answer_start': [81]}",lexical,,104,14,7,7
Spectre_(2015_film),"During the December 2014 press conference announcing the start of filming, Aston Martin and Eon unve...",race,What logo did the Williams race team have on their cars for the 2015 Mexican Grand Prix?,What logo did the race have?,"{'text': ['007'], 'answer_start': [550]}",lexical,,120,17,6,4
Adult_contemporary_music,"Urban AC is a form of AC music geared towards adult African-American audiences, and therefore, the a...",race,What race is the target demographic of Urban AC radio?,What race is featured most often on the program?,"{'text': ['African-American'], 'answer_start': [52]}",lexical,,50,10,9,4
Southampton,"At the 2001 Census, 92.4 per cent of the city's populace was White—including one per cent White Iris...",race,What race makes up the vast majority of Southampton's population?,What race is the most prominent in Southampton?,"{'text': ['White'], 'answer_start': [61]}",lexical,,43,10,8,4
Beyoncé,"Beyoncé Giselle Knowles was born in Houston, Texas, to Celestine Ann ""Tina"" Knowles (née Beyincé), a...",race,What race was Beyonce's father?,What race was he part of?,"{'text': ['African-American'], 'answer_start': [330]}",both,,93,5,6,4
Southampton,"The city provides for yachting and water sports, with a number of marinas. From 1977 to 2001 the Whi...",race,What was the former name of the Volvo Ocean Race?,What was the former name of the race?,"{'text': ['the Whitbread Around the World Yacht Race'], 'answer_start': [93]}",lexical,,40,10,8,10
Tristan_da_Cunha,"On November 2011, the sailing boat Puma's Mar Mostro participant in Volvo Ocean Race arrived to the ...",race,What was the name of the boat that was damaged during the race?,What was the name of the vessel during the race?,"{'text': ['Puma's Mar Mostro'], 'answer_start': [35]}",lexical,,47,13,10,6
Tristan_da_Cunha,"On November 2011, the sailing boat Puma's Mar Mostro participant in Volvo Ocean Race arrived to the ...",race,What was the name of the race the boat was damaged in?,What was the name of the race?,"{'text': ['Volvo Ocean Race'], 'answer_start': [68]}",lexical,,47,12,7,6
Tristan_da_Cunha,"On November 2011, the sailing boat Puma's Mar Mostro participant in Volvo Ocean Race arrived to the ...",race,When did a boat arrive at the island with damage during a race?,When did a boat arrive at the island with a race?,"{'text': ['November 2011'], 'answer_start': [3]}",lexical,,47,13,11,5
Arnold_Schwarzenegger,Schwarzenegger's endorsement in the Republican primary of the 2008 U.S. presidential election was hi...,race,Which candidate withdrew from the presidential race in January of 2008?,Who left the race in early 2008?,"{'text': ['Rudy Giuliani'], 'answer_start': [156]}",both,,126,11,7,5
Southampton,"The city provides for yachting and water sports, with a number of marinas. From 1977 to 2001 the Whi...",race,Which marina in Southampton hosted the yacht race from 1977 too 2001?,Who hosted a race from 1977 to 2001?,"{'text': ['Ocean Village marina'], 'answer_start': [206]}",both,,40,12,8,6
Republic_of_the_Congo,"In the controversial elections in 2002, Sassou won with almost 90% of the vote cast. His two main ri...",race,Which politican left the presidential race after supporting a boycott by voters?,Who left the race?,"{'text': ['Milongo'], 'answer_start': [211]}",both,,136,12,4,4
Beyoncé,Beyoncé's lighter skin color and costuming has drawn criticism from some in the African-American com...,race,Which professor from Northeastern University wrote about how race correlates with these criticisms of Beyonce?,Who discussed how race influenced the debate?,"{'text': ['Emmett Price'], 'answer_start': [108]}",both,,99,15,7,5
New_York_City,"The city's population in 2010 was 44% white (33.3% non-Hispanic white), 25.5% black (23% non-Hispani...",race,Which race of people made it the highest growing ethnicity between 2000-2010 in NYC?,Which race saw the biggest rise between 2000 and 2010 in NYC?,"{'text': ['Asians'], 'answer_start': [214]}",lexical,,75,14,12,4
Space_Race,"The Space Race can trace its origins to Germany, beginning in the 1930s and continuing during World ...",race,Which war in history did the Space Race begin to take root?,Which conflict did the race begin to take root?,"{'text': ['World War II'], 'answer_start': [94]}",lexical,,165,12,9,6
